Time - Voltage_1,Amplitude - Voltage_1
0.25,0.001506
0.251,0.00468
0.252,0.001458
0.253,0.002328
0.254,0.000572
0.255,0.001716
0.256,-0.003604
0.257,-0.003143
0.258,-0.00231
0.259,-0.002822
0.26,0.005212
0.261,0.01098
0.262,0.003182
0.263,-0.003654
0.264,-0.002782
0.265,-0.002661
0.266,0.005969
0.267,0.008418
0.268,0.00112
0.269,-0.0022
0.27,-0.002932
0.271,0.002521
0.272,0.001007
0.273,-0.003062
0.274,0.000605
0.275,0.002248
0.276,0.004777
0.277,-0.003403
0.278,-0.00215
0.279,-0.010303
0.28,0.001023
0.281,-0.009972
0.282,-0.012219
0.283,-0.002611
0.284,-0.003133
0.285,-0.001678
0.286,0.001184
0.287,0.005711
0.288,0.003085
0.289,0.005776
0.29,-0.003805
0.291,-0.006723
0.292,4.03e-05
0.293,0.006114
0.294,-0.001368
0.295,0.002151
0.296,-0.00205
0.297,-0.001889
0.298,0.003279
0.299,-0.003885
