Time - Voltage_1,Amplitude - Voltage_1
0.2,0.000959
0.201,0.013541
0.202,-0.004487
0.203,0.002183
0.204,0.000605
0.205,0.002554
0.206,-0.001688
0.207,-0.003323
0.208,-0.003103
0.209,-0.001729
0.21,-0.001779
0.211,-0.00912
0.212,-0.006372
0.213,-0.001087
0.214,-0.001398
0.215,-0.002401
0.216,0.005502
0.217,0.003923
0.218,-0.004246
0.219,0.006517
0.22,0.002376
0.221,-0.01265
0.222,0.001313
0.223,0.00489
0.224,-0.003093
0.225,0.003085
0.226,0.000185
0.227,-0.004035
0.228,-0.002701
0.229,0.000312
0.23,-0.005028
0.231,0.002231
0.232,0.003456
0.233,-0.005269
0.234,-0.001929
0.235,-0.00209
0.236,0.003488
0.237,0.003456
0.238,0.007097
0.239,-0.001117
0.24,-0.006663
0.241,0.005099
0.242,0.00257
0.243,-0.00205
0.244,-0.001267
0.245,0.002763
0.246,2.42e-05
0.247,-0.002892
0.248,-0.001939
0.249,-0.002862
