Time - Voltage_1,Amplitude - Voltage_1
0.45,0.001394
0.451,-0.001699
0.452,-0.004286
0.453,0.001603
0.454,0.001523
0.455,-0.004818
0.456,0.003037
0.457,-0.002411
0.458,-0.001769
0.459,-0.001699
0.46,0.006114
0.461,0.004922
0.462,0.006082
0.463,0.00961
0.464,0.003424
0.465,0.011592
0.466,0.004197
0.467,-0.001618
0.468,0.000717
0.469,0.001684
0.47,-0.001769
0.471,-0.00217
0.472,-0.00206
0.473,-0.004818
0.474,0.005599
0.475,-0.001207
0.476,-0.005941
0.477,-0.001668
0.478,0.00062
0.479,-0.001969
0.48,0.002376
0.481,0.002344
0.482,0.001635
0.483,-0.00232
0.484,0.004729
0.485,-0.005901
0.486,0.004584
0.487,0.001555
0.488,0.001651
0.489,-0.001638
0.49,0.003826
0.491,-0.010514
0.492,-0.001558
0.493,0.003134
0.494,0.004809
0.495,0.005357
0.496,-0.001057
0.497,-0.004146
0.498,-0.003494
0.499,0.00091
