Time - Voltage_1,Amplitude - Voltage_1
0.35,-0.002531
0.351,0.000996
0.352,-0.002892
0.353,0.002393
0.354,-0.001438
0.355,-0.003855
0.356,-0.001337
0.357,-0.001428
0.358,0.003359
0.359,0.008789
0.36,0.009642
0.361,0.009369
0.362,-0.008618
0.363,0.014186
0.364,-0.006683
0.365,0.000427
0.366,0.003859
0.367,0.000491
0.368,0.00199
0.369,-0.00222
0.37,0.005292
0.371,-0.003634
0.372,-0.001247
0.373,0.012897
0.374,-0.005269
0.375,-0.005419
0.376,-0.001949
0.377,-0.001799
0.378,-0.001007
0.379,0.003746
0.38,0.002763
0.381,-0.001428
0.382,0.006501
0.383,0.002473
0.384,0.00286
0.385,0.006162
0.386,0.001796
0.387,0.000169
0.388,0.003488
0.389,0.001007
0.39,-0.006934
0.391,0.000312
0.392,-0.001227
0.393,-0.002441
0.394,0.008192
0.395,-0.00228
0.396,-0.003494
0.397,-0.001558
0.398,0.000234
0.399,-0.003654
