Time - Voltage_1,Amplitude - Voltage_1
0.4,-0.001207
0.401,0.001442
0.402,-0.002922
0.403,0.004729
0.404,-0.001327
0.405,-0.001187
0.406,0.001796
0.407,0.002521
0.408,0.002441
0.409,-0.003805
0.41,-0.004928
0.411,-0.004136
0.412,0.000491
0.413,-0.00207
0.414,0.009417
0.415,-0.005008
0.416,-0.003293
0.417,-0.001538
0.418,-0.001949
0.419,0.002715
0.42,0.003601
0.421,0.004519
0.422,0.00671
0.423,0.01127
0.424,0.008257
0.425,0.007629
0.426,-0.003153
0.427,0.001651
0.428,0.002231
0.429,-0.001598
0.43,0.002844
0.431,0.004052
0.432,-0.002421
0.433,-0.004336
0.434,0.010593
0.435,-0.001939
0.436,-0.004797
0.437,0.001603
0.438,-0.001789
0.439,0.001442
0.44,0.002248
0.441,0.010529
0.442,-0.002912
0.443,0.00468
0.444,-0.00551
0.445,-0.006863
0.446,0.000137
0.447,0.003005
0.448,0.001587
0.449,0.000491
