media,desvio_padrao,maximo,minimo,rms,variancia,skewness,kurtosis,pico_a_pico,crest_factor,shape_factor,impulse_factor,margin_factor,energia,zero_crossings,mean_abs,peak_to_rms,mediana,amplitude,coeficiente_variacao,range,percentil_25,percentil_75,iqr,entropia,autocorrelacao_lag1,autocorrelacao_lag2,autocorrelacao_lag3,autocorrelacao_lag5,autocorrelacao_lag10,fft_media,fft_max,fft_std,fft_energia,fft_centroide,fft_bandwidth,fft_rolloff,fft_flux,fft_mfcc_1,fft_mfcc_2,fft_mfcc_3,fft_mfcc_4,wavelet_haar_1,wavelet_haar_2,wavelet_haar_3,wavelet_haar_4,wavelet_haar_5,estatisticas_ordem_1,estatisticas_ordem_2,estatisticas_ordem_3,estatisticas_ordem_4,momento_central_2,momento_central_3,momento_central_4,momento_central_5,momento_central_6,momento_central_7,momento_central_8,momento_central_9,momento_central_10,momento_absoluto_1,momento_absoluto_2,momento_absoluto_3,momento_absoluto_4,momento_absoluto_5,momento_absoluto_6,momento_absoluto_7,momento_absoluto_8,momento_absoluto_9,momento_absoluto_10,momento_central_absoluto_1,momento_central_absoluto_2,momento_central_absoluto_3,momento_central_absoluto_4,momento_central_absoluto_5,momento_central_absoluto_6,momento_central_absoluto_7,momento_central_absoluto_8,momento_central_absoluto_9,momento_central_absoluto_10,momento_central_absoluto_11,momento_central_absoluto_12,momento_central_absoluto_13,momento_central_absoluto_14,momento_central_absoluto_15,momento_central_absoluto_16,momento_central_absoluto_17,momento_central_absoluto_18,momento_central_absoluto_19,momento_central_absoluto_20,momento_central_absoluto_21,momento_central_absoluto_22,momento_central_absoluto_23,momento_central_absoluto_24,momento_central_absoluto_25,momento_central_absoluto_26,momento_central_absoluto_27,momento_central_absoluto_28,momento_central_absoluto_29,momento_central_absoluto_30,momento_central_absoluto_31,momento_central_absoluto_32,momento_central_absoluto_33,momento_central_absoluto_34,momento_central_absoluto_35,momento_central_absoluto_36,momento_central_absoluto_37,momento_central_absoluto_38,momento_central_absoluto_39,momento_central_absoluto_40,momento_central_absoluto_41,momento_central_absoluto_42,momento_central_absoluto_43,momento_central_absoluto_44,momento_central_absoluto_45,momento_central_absoluto_46,momento_central_absoluto_47,momento_central_absoluto_48,momento_central_absoluto_49,momento_central_absoluto_50,momento_central_absoluto_51,momento_central_absoluto_52,momento_central_absoluto_53,momento_central_absoluto_54,momento_central_absoluto_55,momento_central_absoluto_56,momento_central_absoluto_57,momento_central_absoluto_58,momento_central_absoluto_59,momento_central_absoluto_60,momento_central_absoluto_61,momento_central_absoluto_62,momento_central_absoluto_63,momento_central_absoluto_64,momento_central_absoluto_65,momento_central_absoluto_66,momento_central_absoluto_67,momento_central_absoluto_68,momento_central_absoluto_69,momento_central_absoluto_70,momento_central_absoluto_71,momento_central_absoluto_72,momento_central_absoluto_73,momento_central_absoluto_74,momento_central_absoluto_75,momento_central_absoluto_76,momento_central_absoluto_77,momento_central_absoluto_78,momento_central_absoluto_79,momento_central_absoluto_80,momento_central_absoluto_81,momento_central_absoluto_82,momento_central_absoluto_83,momento_central_absoluto_84,momento_central_absoluto_85,momento_central_absoluto_86,momento_central_absoluto_87,momento_central_absoluto_88,momento_central_absoluto_89,momento_central_absoluto_90,momento_central_absoluto_91,momento_central_absoluto_92,momento_central_absoluto_93,momento_central_absoluto_94,momento_central_absoluto_95,momento_central_absoluto_96,momento_central_absoluto_97,momento_central_absoluto_98,momento_central_absoluto_99,momento_central_absoluto_100,segmento,condicao,label
0.09757153342433188,0.003919613889886162,0.1043118623724744,0.0908361672334466,0.09765023045452224,1.5363373045788526e-05,-0.00012644603246311212,-1.199872347190142,0.013475695139027799,1.0682193158884006,1.0008065572757592,1.0690808959497367,1.0695127314043644,1.2968371810636972,0,0.09757153342433188,1.0682193158884006,0.09757401480296055,0.013475695139027799,0.04017169508692695,0.013475695139027799,0.0942050910182036,0.10093848769753948,0.006733396679335882,4.319353637719659,0.9999956589612387,0.9999955615144087,0.9999957926277228,0.9999956378749674,0.999999988628922,0.11934754662057079,13.269728545709137,1.1325163770027118,176.36985662466282,12.407200141716352,35.3612543753395,15.164463678911437,13.552490559377139,0.4260861514285197,0.007647225940035552,0.007574719864891839,0.03608208924883609,9.981996399279851e-05,1.1464591828087338e-05,0.000135627125425003,6.401280256060349e-05,9.981996399280324e-05,0.09757153342433188,0.009535567507821302,0.0009333979920125063,9.151228337267353e-05,1.5363373045788526e-05,-7.530148325768694e-12,4.2485822153118224e-10,-6.774610550921237e-16,1.3986845424255026e-14,-4.5432848048092695e-20,5.013892565356853e-19,-2.6914767102624988e-24,1.8906800325099586e-23,0.09757153342433188,0.009535567507821302,0.0009333979920125063,9.151228337267353e-05,8.986243406474452e-06,8.838041817644645e-07,8.705720006882466e-08,8.58844836627305e-09,8.485465919581356e-10,8.396075426872687e-11,0.0033945274348987408,1.5363373045788526e-05,7.822601323594207e-08,4.2485822153118224e-10,2.403615841294977e-12,1.3986845424255026e-14,8.308609186481908e-17,5.013892565356853e-19,3.0634805495968026e-21,1.8906800325099586e-23,1.176583235619929e-25,7.3731124912396255e-28,4.6478610303435646e-30,2.9449166582621833e-32,1.8742304814342425e-34,1.1974788307784785e-36,7.677371860115136e-39,4.937348444210773e-41,3.1840004309144363e-43,2.0584127134394172e-45,1.3337366501776715e-47,8.659599745994949e-50,5.6329862112280116e-52,3.6704990643201e-54,2.3955070692645813e-56,1.5656792193469246e-58,1.0246934240442754e-60,6.714732803918988e-63,4.405236476795422e-65,2.8932184715751427e-67,1.9021020230262897e-69,1.251696059672618e-71,8.244245306378611e-74,5.4345869692997054e-76,3.5852913396323653e-78,2.3670370314754506e-80,1.5638328877838776e-82,1.0338647667969756e-84,6.839272659792599e-87,4.5270441011524515e-89,2.998230582468445e-91,1.9867748087744626e-93,1.3172076318401676e-95,8.737179467740344e-98,5.798155454890239e-100,3.849469106833062e-102,2.5567932196246603e-104,1.69889328933763e-106,1.1292881433228932e-108,7.509387486193105e-111,4.995266590041209e-113,3.323999586527027e-115,2.2126130648032927e-117,1.4732845285002863e-119,9.812940451731102e-122,6.537897426038189e-124,4.3571121570417706e-126,2.904535022723062e-128,1.9367230196377177e-130,1.2917171486490447e-132,8.617326491735094e-135,5.750151272177462e-137,3.837816078188887e-139,2.562028424125387e-141,1.7107065387977272e-143,1.1424992080673646e-145,7.631717619898598e-148,5.098846898189233e-150,3.407237190499809e-152,2.2772516072452736e-154,1.522283591117219e-156,1.0177796441373604e-158,6.80586677333338e-161,4.5517934608913715e-163,3.0447321411419263e-165,2.036953784688782e-167,1.3629407460123953e-169,9.120837940148775e-172,6.104537765337006e-174,4.086292912869321e-176,2.7356675074275916e-178,1.831693232344305e-180,1.2265812983720585e-182,8.214719096710551e-185,5.502252774124555e-187,3.6858572430456144e-189,2.4693655771659706e-191,1.6545502984043946e-193,1.1087180137294997e-195,7.430322387585301e-198,4.9801056033527816e-200,3.3382029806634387e-202,2.2378409149209655e-204,1.5003306441006077e-206,1.0059701667068542e-208,6.7456321651503285e-211,4.5237516290441464e-213,3.033978709916108e-215,2.034994071673781e-217,1.3650538980922381e-219,segmento_27,Crack state-Vw=3.3_augmented,1
