Time - Voltage_1,Amplitude - Voltage_1
0.45,-0.002571
0.451,0.004551
0.452,-0.007916
0.453,-0.007345
0.454,-0.00231
0.455,-0.002611
0.456,-0.001358
0.457,0.009465
0.458,0.001249
0.459,0.002167
0.46,0.006452
0.461,-0.001378
0.462,0.00381
0.463,0.004745
0.464,0.002586
0.465,0.000411
0.466,-0.001297
0.467,-0.001739
0.468,-0.001347
0.469,-0.001628
0.47,0.002344
0.471,-0.00226
0.472,-0.008007
0.473,0.000201
0.474,-0.001759
0.475,-0.001909
0.476,-0.001107
0.477,0.000613
0.478,0.003504
0.479,0.007645
0.48,0.008837
0.481,-0.007636
0.482,0.015652
0.483,0.006662
0.484,0.000508
0.485,0.002989
0.486,-0.001317
0.487,0.002586
0.488,0.004922
0.489,-0.004246
0.49,-0.004446
0.491,0.003214
0.492,-0.005981
0.493,-0.001829
0.494,-0.001799
0.495,-0.001999
0.496,-0.002421
0.497,0.003907
0.498,0.007258
0.499,0.002811
