Time - Voltage_1,Amplitude - Voltage_1
0.3,0.006291
0.301,-0.003774
0.302,0.000218
0.303,-0.001658
0.304,0.001458
0.305,-0.001779
0.306,0.000314
0.307,-0.003634
0.308,0.00054
0.309,0.005196
0.31,0.000443
0.311,-0.001719
0.312,-0.005941
0.313,-0.001929
0.314,-0.001027
0.315,0.002006
0.316,0.002811
0.317,0.003891
0.318,-0.001097
0.319,-0.001899
0.32,-0.010765
0.321,0.006646
0.322,0.00025
0.323,0.00033
0.324,0.001361
0.325,0.000613
0.326,-0.006282
0.327,-0.001007
0.328,-0.003213
0.329,-0.002842
0.33,0.001184
0.331,-0.006161
0.332,-0.003875
0.333,0.001039
0.334,-0.003454
0.335,0.00634
0.336,0.010158
0.337,-0.001027
0.338,0.000798
0.339,-0.001528
0.34,0.001104
0.341,0.006179
0.342,-0.001037
0.343,0.000846
0.344,0.002103
0.345,-0.001478
0.346,-0.007084
0.347,0.00083
0.348,-0.008267
0.349,-0.002912
