Time - Voltage_1,Amplitude - Voltage_1
0.25,-0.003925
0.251,-0.000566
0.252,-0.001919
0.253,-0.001368
0.254,0.003375
0.255,0.011463
0.256,0.001007
0.257,0.006404
0.258,-0.004166
0.259,-0.002621
0.26,0.002199
0.261,-0.00222
0.262,-0.001939
0.263,0.002683
0.264,-0.001538
0.265,0.000201
0.266,0.001474
0.267,-0.006703
0.268,-0.00576
0.269,-0.002441
0.27,-0.002651
0.271,-0.001749
0.272,0.001023
0.273,-0.001648
0.274,0.000459
0.275,0.009836
0.276,0.007355
0.277,0.008386
0.278,0.000153
0.279,-0.005088
0.28,-0.004487
0.281,-0.003875
0.282,0.0041
0.283,-0.000957
0.284,0.00294
0.285,-0.004065
0.286,-0.001939
0.287,-0.00917
0.288,0.003359
0.289,-0.00237
0.29,-0.007214
0.291,-0.001227
0.292,-0.006683
0.293,0.003198
0.294,-0.002882
0.295,0.005115
0.296,0.007145
0.297,0.007049
0.298,-0.001608
0.299,-0.00233
